gender,gpa,conscientiousness,agreeableness,extraversion,neuroticism,openness
m,3.1,0.7024683122081388,0.5720480320213476,0.731320880587058,0.709472981987992,0.1467645096731154
m,3.24,0.8395597064709807,0.48699132755170116,0.731320880587058,0.6674449633088726,0.1467645096731154
m,2.4136,0.2606737825216811,0.17795196797865243,0.6734489659773182,0.4317878585723816,0.4019346230820547
m,3.0,0.5335223482321547,0.032021347565043365,0.2596731154102735,0.7885256837891927,0.8080386924616411
m,2.4,0.7024683122081388,0.8492328218812542,0.6060707138092062,0.4811541027351568,0.8080386924616411
m,3.0,0.3630753835890594,0.22248165443629087,0.01134089392928619,0.8685790527018012,0.4019346230820547
m,3.4,0.08889259506337559,0.06370913942628419,0.23732488325550366,0.6410940627084724,0.1277518345563709
m,2.96,0.0780520346897932,0.34889926617745165,0.6060707138092062,0.6674449633088726,0.08372248165443628
m,2.84,0.859072715143429,0.6889593062041361,0.3337224816544363,0.26917945296864576,0.33488992661774514
m,2.52,0.5620413609072715,0.15443629086057373,0.6385923949299533,0.7586724482988659,0.6774516344229486
m,2.7880000000000003,0.30637091394262844,0.08972648432288192,0.47148098732488325,0.7451634422948632,0.478819212808539
m,2.898,0.7720146764509673,0.5313542361574383,0.8925950633755837,0.5046697798532355,0.9868245496997998
m,2.64,0.2793529019346231,0.7675116744496331,0.5810540360240161,0.3127084723148766,0.33488992661774514
m,3.06,0.3630753835890594,0.9676450967311541,0.6060707138092062,0.9467978652434956,0.8700800533689126
m,2.8808,0.5053368912608406,0.5126751167444963,0.04269513008672448,0.3127084723148766,0.12024683122081388
m,2.92,0.5883922615076718,0.34889926617745165,0.6060707138092062,0.04036024016010674,0.30653769179452967
m,2.56,0.7640093395597065,0.7541694462975317,0.056537691794529686,0.2299866577718479,0.3659106070713809
m,3.0,0.3932621747831888,0.19779853235490327,0.3895930620413609,0.9051034022681788,0.4251167444963309
m,2.7088,0.3630753835890594,0.1370913942628419,0.06537691794529686,0.9774849899933289,0.0657104736490994
m,2.416,0.2793529019346231,0.2988659106070714,0.7545030020013342,0.3127084723148766,0.3659106070713809
f,3.32,0.22548365577051369,0.4161107404936624,0.41711140760507004,0.8685790527018012,0.19262841894596397
m,2.4248,0.3630753835890594,0.48699132755170116,0.8749166110740494,0.8942628418945964,0.30653769179452967
m,2.5780000000000003,0.025183455637091394,0.5126751167444963,0.15993995997331553,0.8577384923282189,0.7756837891927952
m,2.7495999999999996,0.676450967311541,0.8770847231487658,0.19496330887258173,0.46480987324883255,0.27701801200800535
m,3.28,0.7506671114076051,0.08972648432288192,0.41711140760507004,0.709472981987992,0.637758505670447
m,2.622,0.0010006671114076052,0.021847898599066044,0.5043362241494329,0.9191127418278853,0.12024683122081388
m,3.04,0.053202134756504336,0.19779853235490327,0.15993995997331553,0.549866577718479,0.6774516344229486
f,3.208,0.4231154102735157,0.9019346230820547,0.6734489659773182,0.07121414276184122,0.5588725817211474
m,2.9284,0.5335223482321547,0.7903602401601068,0.731320880587058,0.4317878585723816,0.24366244162775183
m,3.1088,0.9804869913275517,0.718812541694463,0.731320880587058,0.11057371581054036,0.8080386924616411
m,2.532,0.3630753835890594,0.8492328218812542,0.9419613075383589,0.622248165443629,0.8700800533689126
f,3.2560000000000002,0.5883922615076718,0.5720480320213476,0.731320880587058,0.11057371581054036,0.24366244162775183
m,2.8816,0.7024683122081388,0.8492328218812542,0.41711140760507004,0.3327218145430287,0.19262841894596397
m,2.88,0.0780520346897932,0.6524349566377585,0.21230820547031354,0.7451634422948632,0.24366244162775183
m,3.3280000000000003,0.7294863242161441,0.8770847231487658,0.957638425617078,0.4092728485657105,0.6774516344229486
f,2.7476,0.794863242161441,0.4161107404936624,0.9794863242161441,0.38208805870580387,0.5588725817211474
m,2.68,0.14759839893262175,0.9019346230820547,0.6734489659773182,0.52368245496998,0.24366244162775183
m,2.6168,0.9491327551701134,0.8770847231487658,0.9296197464976651,0.7656771180787192,0.694462975316878
m,2.28,0.10173448965977318,0.024849899933288858,0.2596731154102735,0.8447298198799199,0.0657104736490994
f,2.782,0.676450967311541,0.9553035356904603,0.4431287525016678,0.1195797198132088,0.8907605070046698
m,3.488,0.3630753835890594,0.2713475650433622,0.47148098732488325,0.5763842561707805,0.24366244162775183
m,2.572,0.3340560373582388,0.03685790527018012,0.3337224816544363,0.8830887258172114,0.5998999332888593
m,2.6,0.1237491661107405,0.08972648432288192,0.6734489659773182,0.5763842561707805,0.8080386924616411
m,2.8024,0.5883922615076718,0.4161107404936624,0.14076050700466977,0.021514342895263508,0.10640426951300867
m,2.56,0.5620413609072715,0.12241494329553035,0.6385923949299533,0.6877918612408273,0.6774516344229486
m,3.1860000000000004,0.22548365577051369,0.9676450967311541,0.41711140760507004,0.021514342895263508,0.8080386924616411
m,2.8788,0.7720146764509673,0.6152434956637759,0.568545697131421,0.5390260173448966,0.7756837891927952
m,2.7680000000000002,0.4773182121414276,0.2713475650433622,0.6060707138092062,0.622248165443629,0.5588725817211474
m,2.8427999999999995,0.5053368912608406,0.3223815877251501,0.2858572381587725,0.6877918612408273,0.8967645096731154
m,2.8,0.4773182121414276,0.8492328218812542,0.6734489659773182,0.8685790527018012,0.9186124082721815
m,2.7424,0.025183455637091394,0.38258839226150765,0.37658438959306206,0.8830887258172114,0.33488992661774514
m,2.804,0.04186124082721814,0.7541694462975317,0.568545697131421,0.7755170113408939,0.5190126751167445
f,3.0496,0.7024683122081388,0.6524349566377585,0.9794863242161441,0.030353569046030687,0.95263509006004
m,2.728,0.4231154102735157,0.7903602401601068,0.6734489659773182,0.6674449633088726,0.8080386924616411
m,2.528,0.4231154102735157,0.2713475650433622,0.6734489659773182,0.6674449633088726,0.30653769179452967
f,3.32,0.859072715143429,0.8770847231487658,0.3337224816544363,0.41811207471647766,0.8907605070046698
m,2.892,0.794863242161441,0.22248165443629087,0.6060707138092062,0.2109739826551034,0.5588725817211474
m,2.6772000000000005,0.5883922615076718,0.5720480320213476,0.6734489659773182,0.4811541027351568,0.7196464309539693
m,2.52,0.9908272181454303,0.7903602401601068,0.965143428952635,0.4811541027351568,0.7196464309539693
m,2.44,0.08889259506337559,0.0795530353569046,0.15993995997331553,0.3562374916611074,0.04953302201467645
f,2.472,0.61974649766511,0.6889593062041361,0.8570713809206137,0.7755170113408939,0.752501667778519
m,2.8272000000000004,0.22548365577051369,0.34889926617745165,0.7828552368245497,0.7885256837891927,0.5588725817211474
m,3.0012,0.10173448965977318,0.17795196797865243,0.03752501667778519,0.52368245496998,0.8080386924616411
f,2.844,0.9032688458972649,0.9676450967311541,0.98815877251501,0.8685790527018012,0.95263509006004
m,3.16,0.3340560373582388,0.3223815877251501,0.4431287525016678,0.4092728485657105,0.44212808539026016
m,2.7560000000000002,0.2606737825216811,0.0195130086724483,0.21230820547031354,0.5763842561707805,0.021180787191460975
m,3.26,0.9346230820547031,0.9019346230820547,0.6060707138092062,0.09006004002668445,0.637758505670447
f,2.838,0.3340560373582388,0.4536357571714476,0.7066377585056705,0.15426951300867245,0.5190126751167445
m,3.3012,0.794863242161441,0.4161107404936624,0.7828552368245497,0.04036024016010674,0.7196464309539693
m,2.792,0.9346230820547031,0.34889926617745165,0.6734489659773182,0.11057371581054036,0.9953302201467645
f,3.09,0.8530687124749833,0.9798198799199467,0.7545030020013342,0.1867911941294196,0.5998999332888593
m,2.88,0.8770847231487658,0.5720480320213476,0.41711140760507004,0.24933288859239494,0.30653769179452967
m,3.408,0.7294863242161441,0.5313542361574383,0.12558372248165445,0.6877918612408273,0.16744496330887257
m,2.4744,0.4773182121414276,0.17795196797865243,0.359072715143429,0.8153769179452969,0.05303535690460307
m,2.224,0.009006004002668445,0.9227818545697132,0.8110406937958639,0.2299866577718479,0.6774516344229486
m,2.44,0.13525683789192794,0.4536357571714476,0.07404936624416278,0.1195797198132088,0.21480987324883255
m,2.52,0.06020680453635757,0.0708805870580387,0.08238825883922615,0.3327218145430287,0.30653769179452967
m,3.08,0.2793529019346231,0.10073382254836558,0.3895930620413609,0.8830887258172114,0.9377918612408273
m,2.736,0.7720146764509673,0.6152434956637759,0.6385923949299533,0.549866577718479,0.3659106070713809
m,2.9224,0.676450967311541,0.9946631087391594,0.568545697131421,0.14859906604402937,0.8967645096731154
f,2.72,0.1914609739826551,0.6152434956637759,0.8570713809206137,0.26917945296864576,0.44212808539026016
f,2.7912,0.7024683122081388,0.48699132755170116,0.3072048032021348,0.11057371581054036,0.8080386924616411
m,2.698,0.007671781187458306,0.10073382254836558,0.23732488325550366,0.8018679119412941,0.5998999332888593
m,2.72,0.6514342895263509,0.8492328218812542,0.9419613075383589,0.38208805870580387,0.478819212808539
m,2.36,0.5620413609072715,0.2988659106070714,0.568545697131421,0.9389593062041361,0.5190126751167445
m,3.108,0.5335223482321547,0.8492328218812542,0.359072715143429,0.2109739826551034,0.7196464309539693
m,2.6192,0.7294863242161441,0.3223815877251501,0.957638425617078,0.6014009339559706,0.6774516344229486
m,3.44,0.794863242161441,0.7903602401601068,0.41711140760507004,0.2901934623082055,0.1467645096731154
m,2.628,0.9346230820547031,0.9019346230820547,0.9126084056037358,0.16511007338225483,0.95263509006004
m,2.4976,0.10173448965977318,0.0708805870580387,0.41711140760507004,0.8942628418945964,0.08372248165443628
m,2.52,0.9908272181454303,0.2713475650433622,0.8749166110740494,0.9588058705803869,0.4019346230820547
m,3.2,0.9187791861240827,0.8770847231487658,0.23732488325550366,0.12324883255503669,0.9377918612408273
m,2.58,0.053202134756504336,0.2988659106070714,0.23732488325550366,0.6014009339559706,0.44212808539026016
m,3.2,0.4231154102735157,0.7903602401601068,0.8749166110740494,0.2109739826551034,0.9186124082721815
m,2.908,0.8770847231487658,0.6524349566377585,0.47148098732488325,0.030353569046030687,0.8700800533689126
m,2.64,0.16360907271514344,0.6152434956637759,0.4431287525016678,0.9389593062041361,0.9868245496997998
m,2.6024000000000003,0.6514342895263509,0.16444296197464978,0.5845563709139426,0.7885256837891927,0.347231487658439
f,3.04,0.61974649766511,0.8212141427618412,0.6385923949299533,0.12324883255503669,0.5998999332888593
m,2.9,0.9621414276184123,0.9676450967311541,0.98815877251501,0.4317878585723816,0.5588725817211474
m,2.8808,0.2606737825216811,0.6524349566377585,0.6060707138092062,0.2901934623082055,0.19262841894596397
m,3.34,0.053202134756504336,0.02885256837891928,0.01000667111407605,0.8779186124082722,0.03685790527018012
f,2.5864,0.8395597064709807,0.9019346230820547,0.9126084056037358,0.0011674449633088727,0.9953302201467645
m,2.4544,0.9804869913275517,0.8492328218812542,0.965143428952635,0.5763842561707805,0.8080386924616411
m,3.3448,0.794863242161441,0.9019346230820547,0.5358572381587725,0.2901934623082055,0.9186124082721815
m,2.7119999999999997,0.4231154102735157,0.48699132755170116,0.14076050700466977,0.38208805870580387,0.637758505670447
m,2.5332,0.3932621747831888,0.24399599733155436,0.9296197464976651,0.6014009339559706,0.16744496330887257
m,2.7239999999999998,0.16360907271514344,0.7541694462975317,0.11407605070046697,0.8577384923282189,0.9898265510340227
m,2.12,0.859072715143429,0.24399599733155436,0.6385923949299533,0.6410940627084724,0.752501667778519
m,2.56,0.15677118078719146,0.06370913942628419,0.3337224816544363,0.8869246164109407,0.018512341561040695
m,2.6892,0.04186124082721814,0.02885256837891928,0.056537691794529686,0.7755170113408939,0.12024683122081388
m,2.7319999999999998,0.5053368912608406,0.5313542361574383,0.8570713809206137,0.4559706470980654,0.752501667778519
m,2.7983999999999996,0.4231154102735157,0.22248165443629087,0.8372248165443629,0.4811541027351568,0.24366244162775183
m,3.516,0.008338892595063376,0.024849899933288858,0.14076050700466977,0.709472981987992,0.0657104736490994
m,2.96,0.9981654436290861,0.8492328218812542,0.6734489659773182,0.07121414276184122,0.8700800533689126
m,2.3464,0.5053368912608406,0.8212141427618412,0.3895930620413609,0.30570380253502333,0.12024683122081388
m,2.8,0.02935290193462308,0.003002001334222815,0.03752501667778519,0.38208805870580387,0.0045030020013342225
f,2.8,0.3932621747831888,0.4536357571714476,0.6385923949299533,0.4559706470980654,0.9898265510340227
m,2.48,0.8395597064709807,0.5720480320213476,0.359072715143429,0.16511007338225483,0.10640426951300867
m,2.98,0.3340560373582388,0.7394929953302202,0.4431287525016678,0.36524349566377584,0.33488992661774514
f,3.04,0.2793529019346231,0.3223815877251501,0.6385923949299533,0.3562374916611074,0.7645096731154103
m,3.056,0.7506671114076051,0.48699132755170116,0.359072715143429,0.709472981987992,0.9186124082721815
m,3.2,0.4481320880587058,0.5313542361574383,0.15993995997331553,0.26917945296864576,0.21480987324883255
m,2.8051999999999997,0.676450967311541,0.7541694462975317,0.9296197464976651,0.8297198132088058,0.752501667778519
m,3.52,0.6514342895263509,0.22248165443629087,0.03752501667778519,0.24933288859239494,0.478819212808539
m,3.168,0.17595063375583722,0.5720480320213476,0.731320880587058,0.07121414276184122,0.4019346230820547
f,2.8872000000000004,0.676450967311541,0.38258839226150765,0.19496330887258173,0.4559706470980654,0.8333889259506337
m,2.76,0.8395597064709807,0.8492328218812542,0.731320880587058,0.24933288859239494,0.0657104736490994
f,2.8480000000000003,0.09523015343562374,0.10073382254836558,0.3337224816544363,0.8869246164109407,0.026350900600400268
f,2.92,0.676450967311541,0.8770847231487658,0.7066377585056705,0.26917945296864576,0.7756837891927952
m,2.84,0.8395597064709807,0.7903602401601068,0.731320880587058,0.09006004002668445,0.8080386924616411
m,3.36,0.8395597064709807,0.6524349566377585,0.7828552368245497,0.07121414276184122,0.8080386924616411
f,2.96,0.5883922615076718,0.7903602401601068,0.050700466977985324,0.8685790527018012,0.8080386924616411
m,3.08,0.8200466977985323,0.9553035356904603,0.715143428952635,0.4559706470980654,0.6774516344229486
m,3.0,0.30637091394262844,0.032021347565043365,0.3072048032021348,0.38208805870580387,0.08372248165443628
m,2.9256,0.20663775850567045,0.17795196797865243,0.3072048032021348,0.7885256837891927,0.30653769179452967
m,2.84,0.16360907271514344,0.3223815877251501,0.568545697131421,0.3127084723148766,0.27701801200800535
m,2.9352,0.7024683122081388,0.22248165443629087,0.2596731154102735,0.3327218145430287,0.478819212808539
m,3.108,0.2793529019346231,0.9798198799199467,0.7066377585056705,0.5046697798532355,0.5998999332888593
f,2.9256,0.676450967311541,0.6152434956637759,0.7545030020013342,0.3994329553035357,0.6774516344229486
f,2.84,0.676450967311541,0.6152434956637759,0.7545030020013342,0.6014009339559706,0.7756837891927952
m,2.8851999999999998,0.7294863242161441,0.5313542361574383,0.8110406937958639,0.7755170113408939,0.5190126751167445
m,2.88,0.7024683122081388,0.5720480320213476,0.41711140760507004,0.4811541027351568,0.8080386924616411
m,2.818,0.9032688458972649,0.9019346230820547,0.9419613075383589,0.52368245496998,0.8700800533689126
m,3.1839999999999997,0.1237491661107405,0.2713475650433622,0.359072715143429,0.8942628418945964,0.10640426951300867
m,2.464,0.30637091394262844,0.7903602401601068,0.6734489659773182,0.021514342895263508,0.8080386924616411
m,2.9960000000000004,0.7024683122081388,0.5720480320213476,0.9419613075383589,0.1369246164109406,0.1467645096731154
f,2.892,0.6514342895263509,0.5720480320213476,0.9126084056037358,0.8685790527018012,0.478819212808539
m,2.952,0.5335223482321547,0.7903602401601068,0.41711140760507004,0.4811541027351568,0.637758505670447
m,3.198,0.7024683122081388,0.8492328218812542,0.2596731154102735,0.8153769179452969,0.1467645096731154
m,2.44,0.3340560373582388,0.15443629086057373,0.4431287525016678,0.6877918612408273,0.5190126751167445
m,2.4019999999999997,0.4773182121414276,0.17795196797865243,0.3072048032021348,0.622248165443629,0.10640426951300867
m,2.92,0.3824216144096064,0.8105403602401601,0.31954636424282856,0.44596397598398935,0.5830553702468312
f,3.0704000000000002,0.9187791861240827,0.7394929953302202,0.490660440293529,0.549866577718479,0.16744496330887257
m,3.364,0.7024683122081388,0.718812541694463,0.6734489659773182,0.07121414276184122,0.8080386924616411
m,2.8624,0.676450967311541,0.5313542361574383,0.5557038025350234,0.8529019346230821,0.5190126751167445
f,3.568,0.5053368912608406,0.9292861907938625,0.2858572381587725,0.1852901934623082,0.3659106070713809
m,2.9532,0.9187791861240827,0.7541694462975317,0.5043362241494329,0.2299866577718479,0.7756837891927952
m,3.44,0.6514342895263509,0.22248165443629087,0.8372248165443629,0.2109739826551034,0.30653769179452967
m,3.0412,0.9491327551701134,0.44062708472314877,0.2741827885256838,0.08072048032021348,0.21480987324883255
f,3.0932,0.5053368912608406,0.8212141427618412,0.40076717811874585,0.9236157438292195,0.21480987324883255
m,2.824,0.2606737825216811,0.1370913942628419,0.8749166110740494,0.52368245496998,0.30653769179452967
m,2.7051999999999996,0.3932621747831888,0.975650433622415,0.715143428952635,0.4471314209472982,0.6774516344229486
m,2.3,0.5883922615076718,0.48699132755170116,0.7828552368245497,0.9774849899933289,0.24366244162775183
m,3.0268,0.3340560373582388,0.4536357571714476,0.3337224816544363,0.09989993328885924,0.27701801200800535
m,2.7880000000000003,0.025183455637091394,0.052368245496998,0.12558372248165445,0.8018679119412941,0.33488992661774514
m,2.7960000000000003,0.7024683122081388,0.8492328218812542,0.9126084056037358,0.709472981987992,0.9186124082721815
m,3.2,0.9032688458972649,0.4161107404936624,0.6060707138092062,0.2109739826551034,0.9186124082721815
f,2.7988,0.8200466977985323,0.9227818545697132,0.8110406937958639,0.549866577718479,0.9868245496997998
m,2.8,0.9981654436290861,0.8492328218812542,0.41711140760507004,0.007004669779853236,0.637758505670447
m,2.64,0.1237491661107405,0.5720480320213476,0.1756170780520347,0.6674449633088726,0.5588725817211474
m,2.6639999999999997,0.4231154102735157,0.6524349566377585,0.6060707138092062,0.622248165443629,0.4019346230820547
m,2.6,0.01801200800533689,0.1370913942628419,0.47148098732488325,0.6674449633088726,0.030020013342228154
m,2.92,0.01200800533689126,0.48699132755170116,0.06537691794529686,0.8942628418945964,0.4019346230820547
m,2.6,0.5883922615076718,0.11174116077384923,0.6734489659773182,0.16511007338225483,0.1467645096731154
m,2.6492,0.30637091394262844,0.9019346230820547,0.8749166110740494,0.24933288859239494,0.7196464309539693
f,2.8264,0.7294863242161441,0.9946631087391594,0.568545697131421,0.7586724482988659,0.7756837891927952
m,2.892,0.1237491661107405,0.041027351567711805,0.2596731154102735,0.8685790527018012,0.021180787191460975
m,2.476,0.8770847231487658,0.8492328218812542,0.6734489659773182,0.38208805870580387,0.637758505670447
m,2.52,0.794863242161441,0.48699132755170116,0.6734489659773182,0.4317878585723816,0.478819212808539
m,2.82,0.5053368912608406,0.6759506337558372,0.3213809206137425,0.17978652434956638,0.5998999332888593
m,3.64,0.4231154102735157,0.6524349566377585,0.6734489659773182,0.16511007338225483,0.24366244162775183
m,3.1868,0.676450967311541,0.7541694462975317,0.12558372248165445,0.40126751167444963,0.5998999332888593
m,2.32,0.3932621747831888,0.38258839226150765,0.37658438959306206,0.6877918612408273,0.1324216144096064
m,2.5980000000000003,0.9346230820547031,0.7903602401601068,0.359072715143429,0.8153769179452969,0.8080386924616411
f,3.12,0.8200466977985323,0.5126751167444963,0.715143428952635,0.7755170113408939,0.16744496330887257
m,2.88,0.7024683122081388,0.34889926617745165,0.47148098732488325,0.07121414276184122,0.0657104736490994
m,2.824,0.794863242161441,0.7903602401601068,0.7828552368245497,0.1369246164109406,0.30653769179452967
m,2.7039999999999997,0.30637091394262844,0.48699132755170116,0.7828552368245497,0.8685790527018012,0.19262841894596397
m,2.6839999999999997,0.5883922615076718,0.48699132755170116,0.47148098732488325,0.6674449633088726,0.478819212808539
m,2.8,0.10173448965977318,0.08972648432288192,0.731320880587058,0.9684789859906604,0.478819212808539
m,2.2359999999999998,0.8395597064709807,0.7903602401601068,0.8749166110740494,0.2901934623082055,0.9186124082721815
m,3.12,0.17595063375583722,0.1370913942628419,0.47148098732488325,0.9588058705803869,0.08372248165443628
f,2.8160000000000003,0.9346230820547031,0.2713475650433622,0.5358572381587725,0.0128418945963976,0.8080386924616411
m,2.7064,0.794863242161441,0.4161107404936624,0.02935290193462308,0.8153769179452969,0.9953302201467645
f,3.1260000000000003,0.4481320880587058,0.8212141427618412,0.7066377585056705,0.4559706470980654,0.6774516344229486
m,2.8,0.2793529019346231,0.6889593062041361,0.8110406937958639,0.2299866577718479,0.6774516344229486
f,2.6572000000000005,0.4773182121414276,0.8492328218812542,0.41711140760507004,0.3327218145430287,0.9773182121414277
m,2.4056,0.2606737825216811,0.2713475650433622,0.47148098732488325,0.622248165443629,0.5588725817211474
m,2.892,0.9621414276184123,0.718812541694463,0.9126084056037358,0.007004669779853236,0.95263509006004
f,3.1228,0.5620413609072715,0.6889593062041361,0.19496330887258173,0.549866577718479,0.8967645096731154
m,2.48,0.676450967311541,0.5993995997331555,0.4928285523682455,0.1534356237491661,0.5827218145430287
m,2.64,0.6514342895263509,0.48699132755170116,0.6734489659773182,0.2901934623082055,0.8080386924616411
m,2.7680000000000002,0.24166110740493663,0.24399599733155436,0.11407605070046697,0.6410940627084724,0.26534356237491663
m,2.8708,0.5883922615076718,0.7903602401601068,0.7828552368245497,0.4811541027351568,0.5588725817211474
f,2.6288,0.9908272181454303,0.9404603068712475,0.8749166110740494,0.021514342895263508,0.9953302201467645
m,2.6,0.07021347565043362,0.044029352901934625,0.11407605070046697,0.9236157438292195,0.5190126751167445
f,3.1184,0.7720146764509673,0.7541694462975317,0.7066377585056705,0.09989993328885924,0.5998999332888593
f,3.3160000000000003,0.61974649766511,0.19779853235490327,0.23732488325550366,0.19262841894596397,0.5190126751167445
m,1.9628,0.12975316877918613,0.2988659106070714,0.2858572381587725,0.5375250166777852,0.44212808539026016
f,3.44,0.4231154102735157,0.0708805870580387,0.1756170780520347,0.030353569046030687,0.10640426951300867
f,2.8,0.010173448965977319,0.004002668445630421,0.006504336224149433,0.1369246164109406,0.003002001334222815
m,2.7548000000000004,0.16360907271514344,0.6889593062041361,0.8110406937958639,0.8297198132088058,0.694462975316878
m,2.8680000000000003,0.01801200800533689,0.0708805870580387,0.050700466977985324,0.7885256837891927,0.10640426951300867
m,2.2572,0.5053368912608406,0.7541694462975317,0.7066377585056705,0.549866577718479,0.33488992661774514
m,2.96,0.4231154102735157,0.6524349566377585,0.8372248165443629,0.7451634422948632,0.1467645096731154
m,2.9,0.5335223482321547,0.5720480320213476,0.9419613075383589,0.2901934623082055,0.8700800533689126
f,3.22,0.1914609739826551,0.8770847231487658,0.00533689126084056,0.2633422281521014,0.12024683122081388
m,2.7624,0.3932621747831888,0.10073382254836558,0.4431287525016678,0.3562374916611074,0.6774516344229486
m,2.964,0.1914609739826551,0.16294196130753835,0.2248165443629086,0.5915610406937959,0.44212808539026016
m,2.5584000000000002,0.7506671114076051,0.2713475650433622,0.359072715143429,0.3327218145430287,0.05303535690460307
f,2.8,0.3340560373582388,0.6759506337558372,0.2858572381587725,0.7755170113408939,0.33488992661774514
m,2.76,0.5335223482321547,0.34889926617745165,0.14076050700466977,0.9684789859906604,0.637758505670447
m,3.0,0.7506671114076051,0.0708805870580387,0.1756170780520347,0.2901934623082055,0.19262841894596397
m,2.2208,0.22548365577051369,0.024849899933288858,0.02935290193462308,0.38208805870580387,0.0045030020013342225
m,3.432,0.1134089392928619,0.10073382254836558,0.7545030020013342,0.8577384923282189,0.05770513675783856
m,2.8960000000000004,0.8770847231487658,0.718812541694463,0.5358572381587725,0.38208805870580387,0.30653769179452967
m,3.2239999999999998,0.22548365577051369,0.057871914609739825,0.359072715143429,0.38208805870580387,0.19262841894596397
m,2.56,0.8770847231487658,0.9404603068712475,0.9126084056037358,0.8942628418945964,0.9186124082721815
m,2.8056,0.4773182121414276,0.5720480320213476,0.6734489659773182,0.52368245496998,0.637758505670447
m,3.2,0.6354236157438292,0.5997331554369579,0.24683122081387593,0.12658438959306204,0.8318879252835224
f,3.2007999999999996,0.2606737825216811,0.9676450967311541,0.359072715143429,0.38208805870580387,0.8080386924616411
f,3.2,0.22548365577051369,0.4161107404936624,0.41711140760507004,0.52368245496998,0.7196464309539693
m,2.5552,0.8200466977985323,0.8770847231487658,0.568545697131421,0.6014009339559706,0.5038358905937291
m,3.112,0.9032688458972649,0.48699132755170116,0.731320880587058,0.11057371581054036,0.7196464309539693
m,3.24,0.9346230820547031,0.9019346230820547,0.9794863242161441,0.2901934623082055,0.7196464309539693
f,2.68,0.3630753835890594,0.718812541694463,0.9419613075383589,0.007004669779853236,0.8080386924616411
f,3.1260000000000003,0.811707805203469,0.9946631087391594,0.5043362241494329,0.12758505670446965,0.752501667778519
